"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Fri Dec 30 05:14:33 GMT 2022","Fri Dec 30 05:14:33 GMT 2022","37","tests","test_user","","","","test_post_new_user_negative[russian_string-string]","Creates new user, verifies if the user is created"
"passed","Fri Dec 30 05:14:36 GMT 2022","Fri Dec 30 05:14:36 GMT 2022","36","tests","test_user","","","","test_get_login_negative[kirill-int]",""
"skipped","Fri Dec 30 05:14:33 GMT 2022","Fri Dec 30 05:14:33 GMT 2022","35","tests","test_user","","","","test_post_new_user_negative[russian_string-negative]","Creates new user, verifies if the user is created"
"passed","Fri Dec 30 05:14:35 GMT 2022","Fri Dec 30 05:14:35 GMT 2022","36","tests","test_user","","","","test_get_login_negative[@-long name]",""
"passed","Fri Dec 30 05:14:35 GMT 2022","Fri Dec 30 05:14:35 GMT 2022","36","tests","test_user","","","","test_get_login_negative[@-very long name]",""
"passed","Fri Dec 30 05:14:30 GMT 2022","Fri Dec 30 05:14:30 GMT 2022","108","tests","test_pet","TestPets","","","test_post_add_new_pet[pending]","TC_001.02.01| Pet> POST 'Add a new pet to the store'"
"passed","Fri Dec 30 05:14:33 GMT 2022","Fri Dec 30 05:14:33 GMT 2022","141","tests","test_user","","","","test_post_new_user_positive[lower-random]","Creates new user, verifies if the user is created"
"passed","Fri Dec 30 05:14:34 GMT 2022","Fri Dec 30 05:14:34 GMT 2022","35","tests","test_user","","","","test_get_login_positive[upper-upper]",""
"skipped","Fri Dec 30 05:14:34 GMT 2022","Fri Dec 30 05:14:34 GMT 2022","36","tests","test_user","","","","test_post_new_user_negative[simbols-string]","Creates new user, verifies if the user is created"
"skipped","Fri Dec 30 05:14:34 GMT 2022","Fri Dec 30 05:14:34 GMT 2022","37","tests","test_user","","","","test_post_new_user_negative[whitespace_integer-simbols]","Creates new user, verifies if the user is created"
"passed","Fri Dec 30 05:14:35 GMT 2022","Fri Dec 30 05:14:35 GMT 2022","35","tests","test_user","","","","test_get_login_negative[backspace-empty]",""
"passed","Fri Dec 30 05:14:31 GMT 2022","Fri Dec 30 05:14:31 GMT 2022","35","tests","test_pet","TestPets","","","test_get_pet_valid_status[pending]","TC_001.03.01 PET> GET 'Find pets by  valid status'"
"passed","Fri Dec 30 05:14:32 GMT 2022","Fri Dec 30 05:14:33 GMT 2022","141","tests","test_user","","","","test_post_new_user_positive[upper-random]","Creates new user, verifies if the user is created"
"passed","Fri Dec 30 05:14:35 GMT 2022","Fri Dec 30 05:14:35 GMT 2022","38","tests","test_user","","","","test_get_login_negative[backspace-very long name]",""
"skipped","Fri Dec 30 05:14:33 GMT 2022","Fri Dec 30 05:14:33 GMT 2022","37","tests","test_user","","","","test_post_new_user_negative[empty-simbols]","Creates new user, verifies if the user is created"
"skipped","Fri Dec 30 05:14:33 GMT 2022","Fri Dec 30 05:14:33 GMT 2022","67","tests","test_user","","","","test_post_new_user_negative[empty-empty]","Creates new user, verifies if the user is created"
"passed","Fri Dec 30 05:14:36 GMT 2022","Fri Dec 30 05:14:36 GMT 2022","36","tests","test_user","","","","test_get_login_negative[long pass-one simbol]",""
"passed","Fri Dec 30 05:14:35 GMT 2022","Fri Dec 30 05:14:35 GMT 2022","35","tests","test_user","","","","test_get_login_positive[lower-lower]",""
"passed","Fri Dec 30 05:14:36 GMT 2022","Fri Dec 30 05:14:36 GMT 2022","38","tests","test_user","","","","test_get_login_negative[kirill-empty]",""
"skipped","Fri Dec 30 05:14:33 GMT 2022","Fri Dec 30 05:14:33 GMT 2022","35","tests","test_user","","","","test_post_new_user_negative[empty-negative]","Creates new user, verifies if the user is created"
"passed","Fri Dec 30 05:14:34 GMT 2022","Fri Dec 30 05:14:34 GMT 2022","104","tests","test_user","","","","test_put_user","Create user, update user, verifies if the user is updated"
"passed","Fri Dec 30 05:14:35 GMT 2022","Fri Dec 30 05:14:35 GMT 2022","35","tests","test_user","","","","test_get_login_negative[empty-empty]",""
"passed","Fri Dec 30 05:14:36 GMT 2022","Fri Dec 30 05:14:36 GMT 2022","40","tests","test_user","","","","test_get_login_negative[kirill-backspace]",""
"passed","Fri Dec 30 05:14:35 GMT 2022","Fri Dec 30 05:14:35 GMT 2022","38","tests","test_user","","","","test_get_login_positive[int-random]",""
"passed","Fri Dec 30 05:14:35 GMT 2022","Fri Dec 30 05:14:35 GMT 2022","37","tests","test_user","","","","test_get_login_negative[@-int]",""
"skipped","Fri Dec 30 05:14:33 GMT 2022","Fri Dec 30 05:14:34 GMT 2022","59","tests","test_user","","","","test_post_new_user_negative[whitespace_integer-empty]","Creates new user, verifies if the user is created"
"passed","Fri Dec 30 05:14:37 GMT 2022","Fri Dec 30 05:14:37 GMT 2022","36","tests","test_user","","","","test_get_logout",""
"passed","Fri Dec 30 05:14:36 GMT 2022","Fri Dec 30 05:14:36 GMT 2022","36","tests","test_user","","","","test_get_login_negative[one int-one simbol]",""
"passed","Fri Dec 30 05:14:32 GMT 2022","Fri Dec 30 05:14:32 GMT 2022","106","tests","test_store","","","","test_delete_order_by_id","Delete an existing order"
"passed","Fri Dec 30 05:14:36 GMT 2022","Fri Dec 30 05:14:36 GMT 2022","37","tests","test_user","","","","test_get_login_negative[long pass-backspace]",""
"passed","Fri Dec 30 05:14:36 GMT 2022","Fri Dec 30 05:14:36 GMT 2022","36","tests","test_user","","","","test_get_login_negative[kirill-long name]",""
"skipped","Fri Dec 30 05:14:34 GMT 2022","Fri Dec 30 05:14:34 GMT 2022","36","tests","test_user","","","","test_post_new_user_negative[simbols-empty]","Creates new user, verifies if the user is created"
"passed","Fri Dec 30 05:14:31 GMT 2022","Fri Dec 30 05:14:31 GMT 2022","34","tests","test_pet","TestPets","","","test_get_pet_invalid_status[witespace]","TC_001.03.02 PET> GET 'Find pets by  invalid status'"
"skipped","Fri Dec 30 05:14:34 GMT 2022","Fri Dec 30 05:14:34 GMT 2022","35","tests","test_user","","","","test_post_new_user_negative[simbols-negative]","Creates new user, verifies if the user is created"
"passed","Fri Dec 30 05:14:36 GMT 2022","Fri Dec 30 05:14:37 GMT 2022","45","tests","test_user","","","","test_get_login_negative[very long pass-very long name]",""
"passed","Fri Dec 30 05:14:36 GMT 2022","Fri Dec 30 05:14:36 GMT 2022","37","tests","test_user","","","","test_get_login_negative[long pass-long name]",""
"broken","Fri Dec 30 05:14:30 GMT 2022","Fri Dec 30 05:14:30 GMT 2022","61","tests","test_pet","TestPets","","","test_get_pet_valid_id","TC_001.04.06| Pet > {petId}> GET 'Find pet by valid ID'"
"passed","Fri Dec 30 05:14:32 GMT 2022","Fri Dec 30 05:14:32 GMT 2022","106","tests","test_pet","TestPets","","","test_delete_pet",""
"passed","Fri Dec 30 05:14:32 GMT 2022","Fri Dec 30 05:14:32 GMT 2022","34","tests","test_store","","","","test_get_order_by_id","Gets an order by ID, if order not found, create a new one."
"skipped","Fri Dec 30 05:14:33 GMT 2022","Fri Dec 30 05:14:33 GMT 2022","36","tests","test_user","","","","test_post_new_user_negative[negative_integer-whitespace]","Creates new user, verifies if the user is created"
"passed","Fri Dec 30 05:14:30 GMT 2022","Fri Dec 30 05:14:31 GMT 2022","37","tests","test_pet","TestPets","","","test_get_pet_invalid_id[kirill_string]","TC_001.04.08| Pet > {petId}> GET 'Find pet by invalid ID'"
"passed","Fri Dec 30 05:14:35 GMT 2022","Fri Dec 30 05:14:35 GMT 2022","35","tests","test_user","","","","test_get_login_negative[one int-empty]",""
"passed","Fri Dec 30 05:14:35 GMT 2022","Fri Dec 30 05:14:35 GMT 2022","36","tests","test_user","","","","test_get_login_negative[empty-one simbol]",""
"skipped","Fri Dec 30 05:14:33 GMT 2022","Fri Dec 30 05:14:33 GMT 2022","35","tests","test_user","","","","test_post_new_user_negative[russian_string-whitespace]","Creates new user, verifies if the user is created"
"skipped","Fri Dec 30 05:14:34 GMT 2022","Fri Dec 30 05:14:34 GMT 2022","35","tests","test_user","","","","test_post_new_user_negative[very_long_name-simbols]","Creates new user, verifies if the user is created"
"passed","Fri Dec 30 05:14:36 GMT 2022","Fri Dec 30 05:14:36 GMT 2022","37","tests","test_user","","","","test_get_login_negative[long pass-int]",""
"skipped","Fri Dec 30 05:14:33 GMT 2022","Fri Dec 30 05:14:33 GMT 2022","37","tests","test_user","","","","test_post_new_user_negative[negative_integer-negative]","Creates new user, verifies if the user is created"
"skipped","Fri Dec 30 05:14:33 GMT 2022","Fri Dec 30 05:14:33 GMT 2022","52","tests","test_user","","","","test_post_new_user_negative[negative_integer-simbols]","Creates new user, verifies if the user is created"
"skipped","Fri Dec 30 05:14:34 GMT 2022","Fri Dec 30 05:14:34 GMT 2022","36","tests","test_user","","","","test_post_new_user_negative[whitespace_integer-negative]","Creates new user, verifies if the user is created"
"passed","Fri Dec 30 05:14:36 GMT 2022","Fri Dec 30 05:14:36 GMT 2022","38","tests","test_user","","","","test_get_login_negative[very long pass-backspace]",""
"passed","Fri Dec 30 05:14:32 GMT 2022","Fri Dec 30 05:14:32 GMT 2022","46","tests","test_pet","TestPets","","","test_upload_image_path",""
"skipped","Fri Dec 30 05:14:34 GMT 2022","Fri Dec 30 05:14:34 GMT 2022","36","tests","test_user","","","","test_post_new_user_negative[very_long_name-empty]","Creates new user, verifies if the user is created"
"passed","Fri Dec 30 05:14:36 GMT 2022","Fri Dec 30 05:14:36 GMT 2022","36","tests","test_user","","","","test_get_login_negative[one int-long name]",""
"passed","Fri Dec 30 05:14:30 GMT 2022","Fri Dec 30 05:14:30 GMT 2022","89","tests","test_pet","TestPets","","","test_get_pet_invalid_id[string]","TC_001.04.08| Pet > {petId}> GET 'Find pet by invalid ID'"
"passed","Fri Dec 30 05:14:31 GMT 2022","Fri Dec 30 05:14:31 GMT 2022","62","tests","test_pet","TestPets","","","test_get_pet_invalid_status[empty]","TC_001.03.02 PET> GET 'Find pets by  invalid status'"
"passed","Fri Dec 30 05:14:36 GMT 2022","Fri Dec 30 05:14:36 GMT 2022","37","tests","test_user","","","","test_get_login_negative[very long pass-empty]",""
"passed","Fri Dec 30 05:14:32 GMT 2022","Fri Dec 30 05:14:32 GMT 2022","35","tests","test_store","","","","test_get_pet_inventories","Returns the list of pets, verifies if there are animals available for an order"
"passed","Fri Dec 30 05:14:31 GMT 2022","Fri Dec 30 05:14:31 GMT 2022","34","tests","test_pet","TestPets","","","test_get_pet_invalid_status[simbol]","TC_001.03.02 PET> GET 'Find pets by  invalid status'"
"passed","Fri Dec 30 05:14:34 GMT 2022","Fri Dec 30 05:14:34 GMT 2022","35","tests","test_user","","","","test_get_login_positive[upper-random]",""
"passed","Fri Dec 30 05:14:35 GMT 2022","Fri Dec 30 05:14:35 GMT 2022","35","tests","test_user","","","","test_get_login_negative[backspace-one simbol]",""
"passed","Fri Dec 30 05:14:35 GMT 2022","Fri Dec 30 05:14:35 GMT 2022","35","tests","test_user","","","","test_get_login_negative[@-backspace]",""
"passed","Fri Dec 30 05:14:35 GMT 2022","Fri Dec 30 05:14:35 GMT 2022","36","tests","test_user","","","","test_get_login_negative[empty-backspace]",""
"passed","Fri Dec 30 05:14:36 GMT 2022","Fri Dec 30 05:14:36 GMT 2022","38","tests","test_user","","","","test_get_login_negative[long pass-very long name]",""
"passed","Fri Dec 30 05:14:36 GMT 2022","Fri Dec 30 05:14:36 GMT 2022","37","tests","test_user","","","","test_get_login_negative[very long pass-one simbol]",""
"skipped","Fri Dec 30 05:14:33 GMT 2022","Fri Dec 30 05:14:33 GMT 2022","35","tests","test_user","","","","test_post_new_user_negative[negative_integer-empty]","Creates new user, verifies if the user is created"
"passed","Fri Dec 30 05:14:35 GMT 2022","Fri Dec 30 05:14:35 GMT 2022","36","tests","test_user","","","","test_get_login_positive[int-upper]",""
"passed","Fri Dec 30 05:14:35 GMT 2022","Fri Dec 30 05:14:35 GMT 2022","37","tests","test_user","","","","test_get_login_negative[empty-long name]",""
"passed","Fri Dec 30 05:14:35 GMT 2022","Fri Dec 30 05:14:36 GMT 2022","38","tests","test_user","","","","test_get_login_negative[one int-backspace]",""
"skipped","Fri Dec 30 05:14:34 GMT 2022","Fri Dec 30 05:14:34 GMT 2022","42","tests","test_user","","","","test_post_new_user_negative[very_long_name-string]","Creates new user, verifies if the user is created"
