"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 26 10:45:17 GMT 2022","Mon Dec 26 10:45:18 GMT 2022","295","tests","test_pet","TestPets","","","test_get_pet_valid_status[empty]","Parameterization is used here, 4 tests will run"
"skipped","Mon Dec 26 10:45:20 GMT 2022","Mon Dec 26 10:45:20 GMT 2022","71","tests","test_user","","","","test_post_new_user_negative[russian_string-simbols]","Creates new user, verifies if the user is created"
"broken","Mon Dec 26 10:45:18 GMT 2022","Mon Dec 26 10:45:18 GMT 2022","0","tests","test_pet","TestPets","","","test_post_update_pet[available]",""
"skipped","Mon Dec 26 10:45:20 GMT 2022","Mon Dec 26 10:45:20 GMT 2022","45","tests","test_user","","","","test_post_new_user_negative[simbols-negative]","Creates new user, verifies if the user is created"
"skipped","Mon Dec 26 10:45:20 GMT 2022","Mon Dec 26 10:45:20 GMT 2022","47","tests","test_user","","","","test_post_new_user_negative[negative_integer-whitespace]","Creates new user, verifies if the user is created"
"skipped","Mon Dec 26 10:45:20 GMT 2022","Mon Dec 26 10:45:20 GMT 2022","51","tests","test_user","","","","test_post_new_user_negative[negative_integer-negative]","Creates new user, verifies if the user is created"
"skipped","Mon Dec 26 10:45:20 GMT 2022","Mon Dec 26 10:45:20 GMT 2022","73","tests","test_user","","","","test_post_new_user_negative[whitespace_integer-empty]","Creates new user, verifies if the user is created"
"skipped","Mon Dec 26 10:45:21 GMT 2022","Mon Dec 26 10:45:21 GMT 2022","45","tests","test_user","","","","test_post_new_user_negative[very_long_name-string]","Creates new user, verifies if the user is created"
"broken","Mon Dec 26 10:45:18 GMT 2022","Mon Dec 26 10:45:18 GMT 2022","0","tests","test_pet","TestPets","","","test_delete_pet",""
"skipped","Mon Dec 26 10:45:20 GMT 2022","Mon Dec 26 10:45:20 GMT 2022","46","tests","test_user","","","","test_post_new_user_negative[negative_integer-simbols]","Creates new user, verifies if the user is created"
