"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Dec 16 15:54:20 GMT 2022","Fri Dec 16 15:54:20 GMT 2022","137","tests","test_store","","","","test_delete_order_by_id","Delete an existing order"
"passed","Fri Dec 16 15:54:19 GMT 2022","Fri Dec 16 15:54:19 GMT 2022","142","tests","test_pet","TestPets","","","test_delete_pet",""
"passed","Fri Dec 16 15:54:18 GMT 2022","Fri Dec 16 15:54:18 GMT 2022","72","tests","test_pet","TestPets","","","test_get_pet_valid_status[sold]","Parameterization is used here, 4 tests will run"
"passed","Fri Dec 16 15:54:20 GMT 2022","Fri Dec 16 15:54:20 GMT 2022","0","tests","test_pet","TestStore","","","test",""
"passed","Fri Dec 16 15:54:18 GMT 2022","Fri Dec 16 15:54:18 GMT 2022","113","tests","test_pet","TestPets","","","test_post_add_new_pet[sold]",""
"passed","Fri Dec 16 15:54:18 GMT 2022","Fri Dec 16 15:54:18 GMT 2022","38","tests","test_pet","TestPets","","","test_get_pet_valid_status[pending]","Parameterization is used here, 4 tests will run"
"passed","Fri Dec 16 15:54:19 GMT 2022","Fri Dec 16 15:54:20 GMT 2022","138","tests","test_pet","TestPets","","","test_uploads_image",""
"passed","Fri Dec 16 15:54:20 GMT 2022","Fri Dec 16 15:54:20 GMT 2022","0","tests","test_pet","TestUser","","","test_1",""
"passed","Fri Dec 16 15:54:20 GMT 2022","Fri Dec 16 15:54:20 GMT 2022","76","tests","test_pet","TestPets","","","test_upload_image_path",""
"passed","Fri Dec 16 15:54:18 GMT 2022","Fri Dec 16 15:54:18 GMT 2022","116","tests","test_pet","TestPets","","","test_post_add_new_pet[pending]",""
"passed","Fri Dec 16 15:54:19 GMT 2022","Fri Dec 16 15:54:19 GMT 2022","95","tests","test_pet","TestPets","","","test_put_update_pet[pending]",""
"passed","Fri Dec 16 15:54:19 GMT 2022","Fri Dec 16 15:54:19 GMT 2022","153","tests","test_pet","TestPets","","","test_post_update_pet[pending]",""
"passed","Fri Dec 16 15:54:18 GMT 2022","Fri Dec 16 15:54:18 GMT 2022","116","tests","test_pet","TestPets","","","test_get_pet_valid_status[available]","Parameterization is used here, 4 tests will run"
"passed","Fri Dec 16 15:54:19 GMT 2022","Fri Dec 16 15:54:19 GMT 2022","117","tests","test_pet","TestPets","","","test_post_update_pet[sold]",""
"passed","Fri Dec 16 15:54:19 GMT 2022","Fri Dec 16 15:54:19 GMT 2022","104","tests","test_pet","TestPets","","","test_put_update_pet[available]",""
"passed","Fri Dec 16 15:54:20 GMT 2022","Fri Dec 16 15:54:20 GMT 2022","40","tests","test_store","","","","test_get_pet_inventories","Returns the list of pets, verifies if there are animals available for an order"
"passed","Fri Dec 16 15:54:18 GMT 2022","Fri Dec 16 15:54:18 GMT 2022","48","tests","test_pet","TestPets","","","test_get_pet_valid_status[empty]","Parameterization is used here, 4 tests will run"
"passed","Fri Dec 16 15:54:19 GMT 2022","Fri Dec 16 15:54:19 GMT 2022","103","tests","test_pet","TestPets","","","test_put_update_pet[sold]",""
"passed","Fri Dec 16 15:54:20 GMT 2022","Fri Dec 16 15:54:20 GMT 2022","117","tests","test_store","","","","test_get_order_by_id","Gets an order by ID, if order not found, create a new one."
"passed","Fri Dec 16 15:54:18 GMT 2022","Fri Dec 16 15:54:19 GMT 2022","181","tests","test_pet","TestPets","","","test_post_update_pet[available]",""
"passed","Fri Dec 16 15:54:20 GMT 2022","Fri Dec 16 15:54:20 GMT 2022","39","tests","test_store","","","","test_post_new_order","Creates an order for a pet, verifies if the order is complete"
"passed","Fri Dec 16 15:54:18 GMT 2022","Fri Dec 16 15:54:18 GMT 2022","65","tests","test_pet","TestPets","","","test_get_pet_valid_id",""
"passed","Fri Dec 16 15:54:18 GMT 2022","Fri Dec 16 15:54:18 GMT 2022","124","tests","test_pet","TestPets","","","test_post_add_new_pet[available]",""
